return_id,sale_id,return_date,reason
13501,188,2021-07-13,Wrong Item
13502,22970,2024-08-21,Defective
13503,7322,2023-02-10,Changed Mind
13504,22715,2025-04-10,Wrong Item
13505,14186,2023-09-02,Wrong Item
13506,6558,2022-06-02,Wrong Item
13507,16800,2024-06-21,Changed Mind
13508,15473,2021-09-11,Defective
13509,18875,2022-04-28,Defective
13510,23322,2025-01-15,Wrong Item
13511,22365,2025-06-04,Defective
13512,4595,2022-11-29,Defective
13513,9061,2024-03-12,Changed Mind
13514,22737,2024-03-17,Wrong Item
13515,14207,2024-02-17,Wrong Item
13516,5600,2025-05-27,Defective
13517,7602,2025-02-22,Wrong Item
13518,3478,2024-08-11,Defective
13519,19287,2023-07-01,Defective
13520,19699,2024-06-26,Wrong Item
13521,16486,2021-03-03,Defective
13522,3839,2025-03-26,Changed Mind
13523,991,2024-01-29,Defective
13524,22097,2021-08-26,Wrong Item
13525,6614,2021-07-22,Defective
13526,17103,2024-07-31,Changed Mind
13527,8145,2024-09-07,Changed Mind
13528,14663,2022-09-28,Changed Mind
13529,24062,2021-01-12,Wrong Item
13530,15130,2022-07-01,Wrong Item
13531,19673,2021-08-06,Defective
13532,21809,2023-04-16,Defective
13533,7787,2020-11-17,Defective
13534,10404,2023-05-12,Defective
13535,10054,2023-09-08,Changed Mind
13536,18215,2025-04-11,Defective
13537,12073,2022-11-15,Wrong Item
13538,18180,2021-09-24,Defective
13539,14038,2023-02-25,Wrong Item
13540,10158,2025-06-12,Defective
13541,21785,2021-08-07,Defective
13542,10805,2024-07-12,Changed Mind
13543,13599,2023-06-21,Changed Mind
13544,17008,2024-05-30,Changed Mind
13545,14954,2024-08-04,Wrong Item
13546,21417,2024-08-03,Defective
13547,19401,2021-12-14,Wrong Item
13548,13869,2021-07-21,Wrong Item
13549,18736,2023-02-25,Changed Mind
13550,3519,2022-12-27,Changed Mind
13551,22559,2024-05-26,Changed Mind
13552,5052,2025-05-13,Wrong Item
13553,14309,2020-11-10,Changed Mind
13554,18825,2021-03-29,Wrong Item
13555,6238,2022-02-17,Wrong Item
13556,11733,2022-12-20,Defective
13557,6748,2023-08-10,Wrong Item
13558,482,2022-05-20,Changed Mind
13559,20650,2022-12-21,Changed Mind
13560,1256,2025-03-13,Defective
13561,1354,2023-05-31,Changed Mind
13562,5732,2022-05-15,Wrong Item
13563,8397,2023-07-13,Defective
13564,11162,2021-10-19,Defective
13565,20562,2024-07-04,Wrong Item
13566,6473,2025-03-22,Defective
13567,5499,2024-01-16,Defective
13568,730,2022-07-11,Changed Mind
13569,10498,2023-04-29,Changed Mind
13570,20144,2021-01-21,Defective
13571,10875,2025-01-19,Defective
13572,9136,2025-02-19,Wrong Item
13573,3141,2025-04-11,Changed Mind
13574,17872,2024-08-02,Wrong Item
13575,20191,2024-02-12,Wrong Item
13576,2281,2020-09-25,Changed Mind
13577,16231,2022-09-05,Changed Mind
13578,10546,2021-01-31,Defective
13579,10933,2021-09-11,Changed Mind
13580,7626,2023-10-11,Changed Mind
13581,13242,2021-04-03,Changed Mind
13582,17709,2025-03-14,Changed Mind
13583,23448,2023-10-01,Defective
13584,3621,2023-04-06,Changed Mind
13585,24304,2021-11-03,Changed Mind
13586,4334,2023-12-23,Defective
13587,2970,2025-04-20,Wrong Item
13588,24973,2021-05-11,Changed Mind
13589,18902,2024-06-07,Wrong Item
13590,11925,2021-08-15,Defective
13591,1246,2022-04-03,Changed Mind
13592,2157,2024-10-28,Changed Mind
13593,4164,2022-06-11,Wrong Item
13594,9942,2024-04-08,Wrong Item
13595,24047,2025-06-19,Defective
13596,5873,2024-12-29,Defective
13597,9401,2024-07-18,Wrong Item
13598,16333,2022-11-27,Defective
13599,14241,2025-04-09,Wrong Item
13600,23886,2022-10-31,Changed Mind
13601,24794,2024-07-30,Defective
13602,24651,2022-09-13,Defective
13603,19794,2021-08-20,Changed Mind
13604,17802,2022-05-23,Wrong Item
13605,5900,2021-07-11,Defective
13606,7544,2023-03-28,Wrong Item
13607,1076,2023-05-26,Defective
13608,763,2022-01-14,Defective
13609,16930,2024-09-12,Changed Mind
13610,3221,2022-07-14,Wrong Item
13611,12288,2020-07-13,Wrong Item
13612,15504,2025-04-17,Changed Mind
13613,11548,2025-03-13,Defective
13614,19262,2024-03-16,Changed Mind
13615,15901,2022-01-24,Changed Mind
13616,7333,2021-06-27,Changed Mind
13617,9726,2022-06-10,Defective
13618,20454,2024-02-06,Changed Mind
13619,15814,2024-06-21,Wrong Item
13620,2619,2025-01-28,Defective
13621,13851,2023-09-25,Defective
13622,22868,2023-09-27,Wrong Item
13623,7190,2021-03-28,Defective
13624,13698,2022-07-25,Defective
13625,23442,2025-05-19,Changed Mind
13626,14464,2025-05-06,Defective
13627,12415,2023-10-21,Wrong Item
13628,7893,2020-08-01,Changed Mind
13629,11014,2020-11-20,Changed Mind
13630,4375,2022-02-13,Defective
13631,6754,2024-03-05,Changed Mind
13632,16142,2024-03-10,Defective
13633,187,2021-10-19,Defective
13634,5316,2022-11-03,Changed Mind
13635,17872,2024-06-26,Defective
13636,8935,2024-10-02,Wrong Item
13637,17685,2023-04-16,Defective
13638,153,2023-02-16,Wrong Item
13639,5881,2022-02-04,Defective
13640,241,2020-11-08,Changed Mind
13641,7296,2020-08-18,Defective
13642,8744,2024-01-26,Changed Mind
13643,20051,2021-02-27,Changed Mind
13644,1470,2023-10-25,Defective
13645,7190,2022-06-20,Defective
13646,2534,2024-07-08,Changed Mind
13647,21148,2023-08-28,Defective
13648,5622,2021-09-14,Wrong Item
13649,1545,2024-08-24,Wrong Item
13650,24226,2022-11-17,Changed Mind
13651,1797,2024-07-03,Changed Mind
13652,3463,2022-06-19,Defective
13653,13087,2020-12-21,Wrong Item
13654,19049,2021-03-31,Defective
13655,2166,2024-09-22,Defective
13656,23261,2022-09-18,Defective
13657,583,2021-12-04,Changed Mind
13658,21960,2025-04-10,Wrong Item
13659,20130,2023-04-02,Changed Mind
13660,23911,2024-05-19,Wrong Item
13661,6865,2021-08-05,Changed Mind
13662,10877,2025-06-06,Changed Mind
13663,14832,2020-12-28,Changed Mind
13664,6404,2024-03-27,Defective
13665,11822,2022-12-02,Defective
13666,280,2021-10-18,Defective
13667,6202,2021-06-30,Changed Mind
13668,1695,2023-05-07,Defective
13669,10681,2021-11-17,Defective
13670,20312,2024-10-15,Defective
13671,16955,2023-07-17,Wrong Item
13672,1865,2024-12-10,Wrong Item
13673,13317,2024-08-14,Changed Mind
13674,2145,2024-03-30,Wrong Item
13675,21993,2025-03-03,Wrong Item
13676,11319,2024-11-28,Changed Mind
13677,20653,2021-04-13,Changed Mind
13678,17749,2020-10-15,Defective
13679,10236,2021-02-09,Defective
13680,709,2024-11-21,Changed Mind
13681,1927,2022-12-18,Wrong Item
13682,6652,2024-11-19,Wrong Item
13683,1406,2021-12-29,Wrong Item
13684,4900,2024-10-04,Defective
13685,14606,2023-12-10,Changed Mind
13686,11396,2022-12-30,Defective
13687,16280,2024-03-07,Defective
13688,3901,2022-01-26,Defective
13689,18056,2023-05-20,Changed Mind
13690,11106,2024-02-16,Wrong Item
13691,11326,2022-01-27,Defective
13692,19351,2024-05-22,Defective
13693,4240,2024-10-23,Changed Mind
13694,11476,2024-08-21,Wrong Item
13695,20754,2021-04-14,Changed Mind
13696,3684,2020-09-21,Wrong Item
13697,13481,2025-04-17,Changed Mind
13698,4116,2020-10-19,Wrong Item
13699,19281,2023-05-22,Defective
13700,13063,2024-04-12,Wrong Item
13701,24785,2021-02-19,Changed Mind
13702,8165,2020-11-02,Defective
13703,3713,2023-09-15,Wrong Item
13704,4393,2022-01-27,Changed Mind
13705,12668,2021-01-31,Changed Mind
13706,20435,2022-09-21,Defective
13707,11105,2021-06-04,Defective
13708,18896,2023-05-06,Wrong Item
13709,16255,2023-04-11,Defective
13710,15463,2020-07-21,Wrong Item
13711,20804,2021-08-17,Wrong Item
13712,16528,2023-07-30,Changed Mind
13713,21163,2020-10-23,Defective
13714,19202,2022-05-25,Defective
13715,8418,2022-01-03,Wrong Item
13716,8564,2020-07-30,Wrong Item
13717,16251,2023-11-14,Defective
13718,23452,2021-08-14,Changed Mind
13719,21719,2020-10-17,Defective
13720,5813,2025-05-20,Changed Mind
13721,24768,2021-05-02,Changed Mind
13722,13888,2023-08-16,Wrong Item
13723,9383,2020-08-26,Wrong Item
13724,22701,2024-12-06,Changed Mind
13725,21557,2024-05-13,Changed Mind
13726,23121,2025-06-04,Changed Mind
13727,4177,2023-03-10,Changed Mind
13728,2074,2024-08-28,Wrong Item
13729,2488,2021-04-27,Changed Mind
13730,542,2021-11-12,Defective
13731,20664,2025-02-12,Defective
13732,9132,2020-10-20,Changed Mind
13733,1335,2023-09-11,Changed Mind
13734,12836,2025-03-13,Defective
13735,19981,2021-10-06,Changed Mind
13736,1450,2022-07-02,Changed Mind
13737,19021,2023-02-20,Wrong Item
13738,3802,2024-05-23,Defective
13739,13925,2022-07-09,Defective
13740,17263,2024-06-08,Wrong Item
13741,17314,2022-06-16,Wrong Item
13742,2357,2020-12-28,Defective
13743,20762,2021-02-21,Changed Mind
13744,8860,2020-11-09,Defective
13745,7355,2024-09-21,Wrong Item
13746,2861,2024-08-30,Changed Mind
13747,577,2025-03-19,Changed Mind
13748,18613,2021-08-07,Wrong Item
13749,23671,2025-05-13,Wrong Item
13750,5557,2023-03-12,Wrong Item
13751,17095,2022-06-18,Defective
13752,13827,2023-05-26,Defective
13753,21727,2021-11-12,Changed Mind
13754,16630,2020-08-26,Changed Mind
13755,5553,2021-01-31,Wrong Item
13756,2371,2023-11-30,Wrong Item
13757,17321,2020-12-26,Changed Mind
13758,19727,2024-07-10,Defective
13759,8099,2023-10-18,Changed Mind
13760,4434,2023-01-27,Wrong Item
13761,14911,2021-10-26,Defective
13762,8335,2023-11-08,Wrong Item
13763,24655,2020-09-22,Defective
13764,15534,2022-05-12,Wrong Item
13765,23741,2023-10-22,Defective
13766,13776,2023-12-10,Changed Mind
13767,13336,2025-01-02,Wrong Item
13768,5216,2022-12-19,Wrong Item
13769,12344,2022-06-12,Changed Mind
13770,1143,2020-08-02,Defective
13771,13264,2020-08-22,Wrong Item
13772,22582,2025-05-31,Wrong Item
13773,2712,2023-05-30,Defective
13774,7344,2024-10-04,Wrong Item
13775,20303,2020-08-25,Defective
13776,2513,2024-09-14,Wrong Item
13777,3603,2024-08-25,Wrong Item
13778,2190,2022-06-22,Defective
13779,7062,2023-01-15,Defective
13780,23819,2024-07-07,Defective
13781,17450,2025-05-09,Changed Mind
13782,24738,2022-02-19,Wrong Item
13783,21429,2025-02-10,Changed Mind
13784,3186,2022-06-04,Wrong Item
13785,21759,2024-04-25,Changed Mind
13786,10507,2022-09-11,Wrong Item
13787,2226,2020-10-18,Changed Mind
13788,8451,2021-06-17,Wrong Item
13789,12684,2025-01-27,Defective
13790,9030,2022-09-01,Wrong Item
13791,7302,2023-05-21,Changed Mind
13792,15060,2025-06-02,Wrong Item
13793,17236,2020-08-03,Changed Mind
13794,11658,2024-01-25,Wrong Item
13795,24670,2020-09-09,Defective
13796,12740,2020-12-29,Wrong Item
13797,24854,2022-01-23,Changed Mind
13798,17648,2022-10-21,Wrong Item
13799,19228,2024-06-05,Defective
13800,13719,2021-01-04,Changed Mind
13801,2081,2021-02-09,Wrong Item
13802,19848,2021-02-09,Changed Mind
13803,19699,2022-03-28,Defective
13804,3034,2024-09-13,Changed Mind
13805,13556,2023-02-03,Changed Mind
13806,16502,2023-05-17,Defective
13807,11340,2024-06-14,Wrong Item
13808,18802,2021-02-22,Defective
13809,4223,2022-07-20,Defective
13810,9193,2022-02-19,Changed Mind
13811,15268,2022-01-08,Defective
13812,8684,2022-12-01,Wrong Item
13813,66,2022-10-21,Defective
13814,24016,2024-09-28,Wrong Item
13815,15310,2022-01-23,Defective
13816,24197,2020-10-21,Defective
13817,15013,2022-01-24,Changed Mind
13818,7241,2022-01-10,Changed Mind
13819,12070,2022-05-08,Defective
13820,9909,2025-03-28,Defective
13821,13299,2022-11-19,Changed Mind
13822,11341,2023-07-17,Changed Mind
13823,11570,2021-05-22,Wrong Item
13824,23796,2022-10-26,Defective
13825,15038,2021-06-11,Defective
13826,24382,2024-11-29,Defective
13827,24477,2022-11-04,Wrong Item
13828,19864,2022-03-24,Changed Mind
13829,18980,2025-03-18,Defective
13830,10085,2022-11-22,Changed Mind
13831,10069,2021-06-01,Wrong Item
13832,20359,2022-04-23,Changed Mind
13833,7078,2022-02-03,Wrong Item
13834,10674,2025-03-17,Wrong Item
13835,13615,2024-09-11,Defective
13836,22128,2021-05-02,Defective
13837,24073,2024-04-13,Defective
13838,24667,2021-11-07,Defective
13839,15619,2021-06-21,Wrong Item
13840,11450,2022-07-09,Wrong Item
13841,16404,2023-03-12,Defective
13842,5322,2023-12-21,Changed Mind
13843,23696,2021-06-29,Changed Mind
13844,13366,2021-07-10,Wrong Item
13845,22122,2025-06-09,Defective
13846,6644,2020-10-17,Wrong Item
13847,12159,2024-09-14,Wrong Item
13848,21699,2021-08-10,Wrong Item
13849,14105,2020-09-06,Defective
13850,6905,2020-11-07,Defective
13851,14729,2020-11-15,Wrong Item
13852,9134,2023-09-14,Wrong Item
13853,3615,2021-11-28,Wrong Item
13854,10212,2024-02-12,Wrong Item
13855,2197,2020-10-24,Defective
13856,12359,2023-07-11,Defective
13857,19243,2024-08-27,Defective
13858,1957,2023-09-11,Defective
13859,23838,2023-04-05,Wrong Item
13860,21551,2023-08-26,Changed Mind
13861,5026,2024-09-14,Changed Mind
13862,6916,2023-01-12,Defective
13863,22109,2024-07-04,Changed Mind
13864,13062,2024-08-27,Changed Mind
13865,16760,2021-12-21,Changed Mind
13866,19240,2024-12-23,Changed Mind
13867,1555,2022-05-12,Wrong Item
13868,7458,2021-09-13,Defective
13869,3600,2022-04-24,Changed Mind
13870,22595,2024-03-03,Wrong Item
13871,1750,2024-06-13,Changed Mind
13872,11152,2022-02-14,Changed Mind
13873,6687,2024-03-06,Defective
13874,13009,2023-08-05,Changed Mind
13875,19191,2021-02-14,Wrong Item
13876,14181,2021-10-08,Changed Mind
13877,8727,2022-10-31,Wrong Item
13878,197,2020-07-11,Changed Mind
13879,8345,2025-02-15,Defective
13880,7755,2021-05-08,Wrong Item
13881,16499,2021-11-27,Changed Mind
13882,17993,2022-05-22,Changed Mind
13883,1624,2024-06-27,Defective
13884,22736,2024-01-13,Wrong Item
13885,13890,2021-09-18,Wrong Item
13886,4290,2021-06-11,Wrong Item
13887,20052,2022-03-19,Changed Mind
13888,10052,2021-03-28,Defective
13889,24354,2021-09-06,Defective
13890,10568,2023-09-01,Wrong Item
13891,6850,2022-10-27,Defective
13892,22378,2022-06-02,Defective
13893,4936,2024-09-16,Defective
13894,344,2020-09-15,Defective
13895,12480,2021-06-23,Defective
13896,17645,2022-02-08,Defective
13897,24448,2023-03-01,Wrong Item
13898,13313,2023-09-22,Changed Mind
13899,16986,2024-11-13,Wrong Item
13900,20548,2024-11-30,Wrong Item
13901,17026,2023-03-21,Wrong Item
13902,21464,2024-01-17,Wrong Item
13903,2630,2022-12-22,Defective
13904,23225,2023-04-02,Wrong Item
13905,4471,2023-10-30,Changed Mind
13906,17631,2024-09-04,Defective
13907,23067,2021-01-31,Changed Mind
13908,6944,2020-11-14,Changed Mind
13909,16607,2023-06-29,Defective
13910,4625,2024-06-30,Changed Mind
13911,17525,2020-12-15,Defective
13912,4331,2022-10-11,Changed Mind
13913,22779,2025-05-30,Wrong Item
13914,1889,2023-11-23,Changed Mind
13915,2518,2021-09-27,Wrong Item
13916,2446,2021-06-23,Wrong Item
13917,4954,2024-03-14,Wrong Item
13918,5583,2021-03-11,Wrong Item
13919,14976,2021-09-27,Defective
13920,245,2021-03-10,Wrong Item
13921,20222,2021-01-19,Changed Mind
13922,9661,2023-08-21,Wrong Item
13923,11842,2022-04-16,Changed Mind
13924,22172,2020-10-24,Changed Mind
13925,18252,2024-03-10,Changed Mind
13926,21052,2024-11-08,Changed Mind
13927,16120,2025-01-08,Changed Mind
13928,6150,2021-02-20,Changed Mind
13929,15080,2023-05-15,Defective
13930,5546,2023-02-27,Changed Mind
13931,3788,2021-11-23,Wrong Item
13932,12041,2023-07-30,Wrong Item
13933,2962,2022-03-19,Changed Mind
13934,10501,2024-12-16,Defective
13935,2302,2022-03-18,Changed Mind
13936,7871,2020-09-15,Changed Mind
13937,1348,2021-11-21,Changed Mind
13938,9768,2024-03-19,Defective
13939,6526,2022-06-08,Defective
13940,2793,2022-08-02,Wrong Item
13941,6899,2020-12-30,Changed Mind
13942,20220,2024-01-17,Defective
13943,21814,2022-06-22,Wrong Item
13944,12228,2021-09-21,Defective
13945,4896,2020-12-07,Defective
13946,23379,2023-03-08,Changed Mind
13947,11734,2021-01-18,Wrong Item
13948,14530,2023-07-06,Defective
13949,10622,2021-07-30,Wrong Item
13950,9508,2023-02-02,Wrong Item
13951,570,2020-07-22,Defective
13952,22728,2021-06-25,Changed Mind
13953,6424,2022-08-14,Wrong Item
13954,22440,2022-01-02,Changed Mind
13955,17377,2023-05-20,Wrong Item
13956,23014,2022-04-25,Changed Mind
13957,12430,2022-08-29,Defective
13958,19753,2020-12-25,Defective
13959,14361,2024-06-23,Changed Mind
13960,2480,2020-07-08,Wrong Item
13961,5091,2023-12-07,Defective
13962,12313,2022-01-02,Defective
13963,5292,2023-09-28,Changed Mind
13964,19542,2021-01-20,Changed Mind
13965,8622,2022-04-13,Changed Mind
13966,13245,2021-12-21,Changed Mind
13967,7236,2021-06-05,Defective
13968,17171,2022-10-16,Defective
13969,15380,2020-10-16,Defective
13970,15767,2022-03-26,Changed Mind
13971,20007,2023-08-29,Defective
13972,22703,2025-01-11,Wrong Item
13973,16494,2024-06-04,Wrong Item
13974,23245,2022-05-09,Wrong Item
13975,19247,2021-07-28,Wrong Item
13976,8527,2022-09-02,Changed Mind
13977,9552,2021-12-14,Changed Mind
13978,6567,2021-05-13,Wrong Item
13979,10231,2021-02-01,Changed Mind
13980,9534,2025-01-26,Wrong Item
13981,11518,2022-07-26,Defective
13982,15530,2020-10-02,Defective
13983,6764,2020-10-28,Defective
13984,1918,2025-04-16,Changed Mind
13985,12314,2025-04-02,Changed Mind
13986,2183,2024-07-18,Changed Mind
13987,5313,2021-07-07,Wrong Item
13988,1353,2021-10-08,Wrong Item
13989,5832,2022-03-04,Changed Mind
13990,13527,2023-03-09,Wrong Item
13991,16695,2023-08-02,Wrong Item
13992,6975,2023-08-08,Changed Mind
13993,10575,2023-11-11,Wrong Item
13994,17334,2024-07-25,Changed Mind
13995,5878,2020-10-21,Changed Mind
13996,16573,2020-07-20,Changed Mind
13997,15416,2024-02-11,Wrong Item
13998,24439,2020-11-28,Changed Mind
13999,10604,2021-11-06,Wrong Item
14000,19539,2024-02-03,Changed Mind
14001,23793,2022-09-13,Changed Mind
14002,9319,2024-05-26,Wrong Item
14003,19738,2021-05-03,Changed Mind
14004,20729,2024-08-05,Wrong Item
14005,13157,2025-02-14,Wrong Item
14006,1913,2021-09-27,Defective
14007,4004,2023-06-06,Changed Mind
14008,15741,2024-05-25,Changed Mind
14009,16263,2020-09-29,Defective
14010,15135,2023-05-20,Changed Mind
14011,4070,2023-02-15,Wrong Item
14012,23702,2024-07-06,Changed Mind
14013,7167,2021-09-13,Defective
14014,14379,2023-05-22,Changed Mind
14015,588,2024-05-31,Wrong Item
14016,4904,2025-06-17,Defective
14017,20866,2025-06-12,Defective
14018,10805,2022-05-26,Wrong Item
14019,23660,2021-10-25,Wrong Item
14020,6688,2022-10-09,Defective
14021,4084,2023-03-02,Changed Mind
14022,21377,2021-02-19,Wrong Item
14023,7108,2022-04-28,Defective
14024,11519,2024-06-07,Wrong Item
14025,17702,2024-08-17,Changed Mind
14026,24708,2023-07-01,Defective
14027,2889,2023-07-11,Wrong Item
14028,19497,2024-05-08,Wrong Item
14029,20016,2023-08-23,Defective
14030,22923,2025-02-17,Defective
14031,10237,2020-08-21,Changed Mind
14032,11334,2023-06-06,Wrong Item
14033,9469,2022-02-06,Changed Mind
14034,18128,2024-09-13,Wrong Item
14035,17032,2020-09-02,Defective
14036,2707,2023-12-19,Defective
14037,24443,2021-03-09,Wrong Item
14038,15592,2021-08-11,Defective
14039,3353,2023-06-06,Changed Mind
14040,8770,2025-05-29,Changed Mind
14041,2986,2020-09-26,Defective
14042,11545,2021-09-14,Defective
14043,5220,2025-06-20,Changed Mind
14044,2188,2022-12-03,Changed Mind
14045,20347,2021-12-04,Wrong Item
14046,24192,2024-09-03,Wrong Item
14047,15307,2022-08-16,Wrong Item
14048,14581,2022-01-15,Changed Mind
14049,9927,2020-08-26,Wrong Item
14050,13991,2024-02-28,Changed Mind
14051,17097,2024-10-02,Wrong Item
14052,5415,2023-03-04,Wrong Item
14053,24032,2021-08-01,Defective
14054,19124,2024-11-14,Defective
14055,16541,2023-06-16,Wrong Item
14056,11235,2021-03-24,Changed Mind
14057,20138,2023-07-01,Changed Mind
14058,20620,2021-03-27,Defective
14059,4639,2022-05-27,Defective
14060,4003,2023-06-22,Defective
14061,4850,2020-09-16,Defective
14062,20413,2022-11-01,Changed Mind
14063,20086,2020-07-09,Wrong Item
14064,14452,2022-12-22,Wrong Item
14065,18418,2025-03-30,Defective
14066,10384,2021-08-15,Defective
14067,403,2025-04-19,Defective
14068,11856,2024-07-13,Defective
14069,8413,2021-06-15,Defective
14070,16541,2022-06-18,Changed Mind
14071,10973,2023-08-07,Defective
14072,2974,2021-08-13,Wrong Item
14073,8149,2022-01-17,Defective
14074,4920,2024-11-22,Wrong Item
14075,24245,2021-02-04,Wrong Item
14076,17736,2021-05-06,Changed Mind
14077,12686,2023-03-20,Changed Mind
14078,17938,2020-09-19,Changed Mind
14079,14203,2024-12-30,Wrong Item
14080,14836,2021-05-22,Wrong Item
14081,7584,2020-11-04,Changed Mind
14082,14135,2025-04-25,Changed Mind
14083,6503,2021-01-04,Defective
14084,17777,2020-09-24,Defective
14085,12943,2022-06-20,Defective
14086,3346,2022-09-25,Wrong Item
14087,10636,2024-01-19,Wrong Item
14088,15348,2020-12-08,Changed Mind
14089,9230,2023-04-09,Wrong Item
14090,6458,2021-10-11,Defective
14091,9299,2022-10-15,Changed Mind
14092,18835,2023-06-08,Defective
14093,24614,2023-12-22,Defective
14094,8768,2024-07-26,Defective
14095,8166,2023-09-01,Wrong Item
14096,16452,2021-10-08,Defective
14097,12762,2021-12-26,Defective
14098,16021,2021-06-29,Defective
14099,10960,2024-01-05,Changed Mind
14100,16642,2023-05-11,Changed Mind
14101,8721,2023-11-18,Wrong Item
14102,5057,2022-12-05,Changed Mind
14103,23451,2023-01-27,Changed Mind
14104,18858,2023-11-30,Changed Mind
14105,519,2023-03-29,Defective
14106,19009,2022-11-21,Changed Mind
14107,5991,2023-06-04,Changed Mind
14108,3730,2024-12-10,Wrong Item
14109,16031,2024-07-05,Wrong Item
14110,19663,2021-07-13,Changed Mind
14111,5603,2024-11-18,Wrong Item
14112,13391,2022-12-25,Wrong Item
14113,21814,2023-06-21,Changed Mind
14114,3754,2020-09-09,Wrong Item
14115,24779,2023-02-03,Wrong Item
14116,10449,2021-01-15,Wrong Item
14117,1858,2024-06-30,Wrong Item
14118,23690,2024-12-12,Wrong Item
14119,8188,2021-01-05,Wrong Item
14120,24547,2025-02-24,Changed Mind
14121,18056,2025-06-02,Defective
14122,602,2024-10-31,Defective
14123,16008,2023-06-29,Defective
14124,22255,2024-10-14,Wrong Item
14125,5175,2022-04-25,Changed Mind
14126,24478,2021-09-10,Changed Mind
14127,4727,2023-09-02,Defective
14128,22195,2024-08-30,Wrong Item
14129,15481,2025-01-10,Wrong Item
14130,16414,2024-02-29,Wrong Item
14131,22538,2021-01-22,Changed Mind
14132,17773,2024-11-19,Changed Mind
14133,5746,2023-05-06,Defective
14134,24715,2025-01-06,Defective
14135,8750,2022-09-27,Changed Mind
14136,13357,2021-05-24,Wrong Item
14137,505,2024-02-06,Wrong Item
14138,17703,2022-08-07,Defective
14139,7347,2023-05-16,Changed Mind
14140,12738,2023-02-02,Defective
14141,23231,2024-05-31,Changed Mind
14142,24215,2022-10-09,Changed Mind
14143,4613,2022-03-23,Defective
14144,7032,2023-12-12,Wrong Item
14145,7840,2025-03-27,Changed Mind
14146,9600,2023-06-14,Wrong Item
14147,13743,2022-08-02,Defective
14148,20657,2025-01-06,Wrong Item
14149,3806,2025-03-26,Wrong Item
14150,20570,2020-08-11,Wrong Item
14151,1289,2021-03-09,Wrong Item
14152,8247,2022-05-11,Wrong Item
14153,5951,2021-10-03,Defective
14154,2695,2023-09-24,Wrong Item
14155,19485,2024-03-25,Defective
14156,11947,2022-07-28,Defective
14157,12168,2021-08-18,Wrong Item
14158,19422,2021-09-03,Defective
14159,2391,2022-11-22,Changed Mind
14160,9459,2024-05-12,Changed Mind
14161,6311,2021-09-15,Wrong Item
14162,5041,2024-07-15,Wrong Item
14163,9612,2023-12-18,Wrong Item
14164,21714,2024-11-24,Changed Mind
14165,21205,2022-12-05,Defective
14166,23515,2021-11-29,Defective
14167,16595,2022-10-26,Wrong Item
14168,2487,2021-08-13,Wrong Item
14169,16306,2022-11-02,Changed Mind
14170,21908,2024-12-28,Changed Mind
14171,7686,2021-03-27,Defective
14172,21590,2020-12-11,Changed Mind
14173,21299,2022-05-02,Wrong Item
14174,20312,2021-07-12,Wrong Item
14175,19303,2024-05-14,Changed Mind
14176,7077,2021-05-12,Wrong Item
14177,7072,2021-03-24,Changed Mind
14178,865,2025-01-10,Wrong Item
14179,16071,2024-09-25,Defective
14180,19900,2022-05-21,Changed Mind
14181,8745,2020-07-11,Changed Mind
14182,18451,2024-10-05,Defective
14183,4173,2024-12-15,Wrong Item
14184,1266,2022-05-14,Defective
14185,11286,2022-01-30,Defective
14186,12775,2022-08-22,Defective
14187,3644,2024-10-22,Wrong Item
14188,18333,2023-04-03,Defective
14189,15402,2023-12-06,Changed Mind
14190,17970,2025-02-23,Defective
14191,13842,2024-06-05,Defective
14192,4104,2023-07-18,Defective
14193,17159,2022-06-01,Defective
14194,20921,2021-05-03,Changed Mind
14195,12837,2023-08-31,Defective
14196,6562,2023-02-07,Changed Mind
14197,18793,2020-08-21,Defective
14198,24164,2022-09-07,Wrong Item
14199,14538,2022-03-18,Defective
14200,3368,2024-08-25,Defective
14201,14371,2023-10-13,Changed Mind
14202,13445,2024-01-29,Changed Mind
14203,3399,2021-12-18,Changed Mind
14204,11399,2021-01-21,Changed Mind
14205,10599,2022-11-24,Defective
14206,12141,2022-07-10,Changed Mind
14207,2170,2021-01-06,Defective
14208,7336,2024-05-01,Changed Mind
14209,9068,2022-04-23,Changed Mind
14210,21721,2022-03-05,Changed Mind
14211,17770,2025-03-24,Changed Mind
14212,12168,2022-03-08,Wrong Item
14213,1929,2024-05-14,Changed Mind
14214,14593,2023-02-10,Wrong Item
14215,10697,2023-11-09,Defective
14216,22782,2020-10-09,Defective
14217,1495,2023-10-04,Wrong Item
14218,4581,2025-01-01,Defective
14219,5319,2022-06-02,Wrong Item
14220,8766,2021-12-23,Changed Mind
14221,23270,2024-01-11,Defective
14222,6286,2020-10-14,Changed Mind
14223,24033,2024-08-18,Wrong Item
14224,11111,2020-09-27,Changed Mind
14225,9350,2023-11-11,Wrong Item
14226,9487,2022-12-07,Changed Mind
14227,12396,2023-05-13,Changed Mind
14228,24176,2022-12-19,Changed Mind
14229,6943,2023-06-22,Wrong Item
14230,23984,2021-05-26,Defective
14231,2788,2025-04-27,Wrong Item
14232,13734,2022-11-20,Changed Mind
14233,24456,2021-07-27,Changed Mind
14234,40,2024-04-07,Wrong Item
14235,20127,2022-09-27,Wrong Item
14236,15215,2022-08-01,Wrong Item
14237,16679,2024-08-12,Changed Mind
